timestamp,road,hour,velocity_kmh,density_veh_km,flow_veh_h,wait_time_sec,stops_count
2024-01-02 16:50:00,Av. Vallarta,16,39.73,15.07,300.0,157.21,2
2024-01-02 17:00:00,Av. Vallarta,17,66.92,27.21,300.0,50.08,2
2024-01-02 17:10:00,Av. Vallarta,17,65.83,30.45,300.0,33.82,1
2024-01-02 17:20:00,Av. Vallarta,17,43.82,18.74,300.0,126.63,6
2024-01-02 17:30:00,Av. Vallarta,17,80.0,23.9,300.0,0.0,0
2024-01-02 17:40:00,Av. Vallarta,17,63.31,28.09,300.0,76.01,4
2024-01-02 17:50:00,Av. Vallarta,17,42.92,36.33,300.0,121.31,4
2024-01-02 18:00:00,Av. Vallarta,18,62.61,43.07,300.0,33.01,0
2024-01-02 18:10:00,Av. Vallarta,18,75.54,23.2,300.0,16.78,0
2024-01-02 18:20:00,Av. Vallarta,18,74.34,33.67,300.0,27.14,0
2024-01-02 18:30:00,Av. Vallarta,18,32.87,37.44,300.0,183.74,7
2024-01-02 18:40:00,Av. Vallarta,18,65.97,17.53,300.0,40.71,0
2024-01-02 18:50:00,Av. Vallarta,18,80.0,48.91,391.25,0.0,0
2024-01-02 19:00:00,Av. Vallarta,19,60.85,40.58,300.0,66.97,4
2024-01-02 19:10:00,Av. Vallarta,19,47.53,29.51,300.0,125.9,3
2024-01-02 19:20:00,Av. Vallarta,19,52.02,41.48,300.0,130.02,9
2024-01-02 19:30:00,Av. Vallarta,19,67.4,36.49,300.0,55.9,5
2024-01-02 19:40:00,Av. Vallarta,19,51.42,65.1,334.73,115.96,5
2024-01-02 19:50:00,Av. Vallarta,19,42.66,66.09,300.0,140.86,5
2024-01-02 20:00:00,Av. Vallarta,20,38.79,39.87,300.0,141.68,7
2024-01-02 20:10:00,Av. Vallarta,20,49.85,46.06,300.0,111.92,4
2024-01-02 20:20:00,Av. Vallarta,20,56.88,33.35,300.0,78.15,3
2024-01-02 20:30:00,Av. Vallarta,20,43.57,11.24,300.0,121.91,5
2024-01-02 20:40:00,Av. Vallarta,20,57.19,67.3,384.88,84.7,3
2024-01-02 20:50:00,Av. Vallarta,20,56.49,69.75,394.03,88.29,4
2024-01-02 21:00:00,Av. Vallarta,21,46.75,39.0,300.0,129.02,3
2024-01-02 21:10:00,Av. Vallarta,21,29.94,53.09,300.0,211.97,10
2024-01-02 21:20:00,Av. Vallarta,21,42.25,60.52,300.0,161.23,8
2024-01-02 21:30:00,Av. Vallarta,21,49.61,37.66,300.0,113.31,4
2024-01-02 21:40:00,Av. Vallarta,21,43.39,32.28,300.0,132.72,5
2024-01-02 21:50:00,Av. Vallarta,21,53.39,24.25,300.0,90.06,1
2024-01-02 22:00:00,Av. Vallarta,22,52.24,10.8,300.0,92.92,3
2024-01-02 22:10:00,Av. Vallarta,22,65.39,49.53,323.89,53.6,1
2024-01-02 22:20:00,Av. Vallarta,22,54.75,50.61,300.0,106.48,3
2024-01-02 22:30:00,Av. Vallarta,22,54.08,75.54,408.53,111.15,6
2024-01-02 22:40:00,Av. Vallarta,22,62.11,39.74,300.0,83.84,1
2024-01-02 22:50:00,Av. Vallarta,22,50.35,28.84,300.0,116.33,4
2024-01-02 23:00:00,Av. Vallarta,23,40.85,41.9,300.0,141.8,6
2024-01-02 23:10:00,Av. Vallarta,23,61.79,30.74,300.0,57.19,4
2024-01-02 23:20:00,Av. Vallarta,23,37.14,32.42,300.0,162.81,6
2024-01-02 23:30:00,Av. Vallarta,23,50.58,45.62,300.0,119.33,4
2024-01-02 23:40:00,Av. Vallarta,23,46.84,44.72,300.0,128.74,4
2024-01-02 23:50:00,Av. Vallarta,23,58.33,89.15,520.0,86.66,4
2024-01-02 00:00:00,Av. Gigantes,0,48.9,37.24,300.0,108.9,2
2024-01-02 00:10:00,Av. Gigantes,0,66.66,50.08,333.79,32.89,1
2024-01-02 00:20:00,Av. Gigantes,0,47.24,14.42,300.0,129.18,4
2024-01-02 00:30:00,Av. Gigantes,0,50.69,39.7,300.0,107.42,1
2024-01-02 00:40:00,Av. Gigantes,0,38.66,55.44,300.0,137.09,3
2024-01-02 00:50:00,Av. Gigantes,0,55.4,40.6,300.0,78.03,3
2024-01-02 01:00:00,Av. Gigantes,1,42.27,39.13,300.0,126.33,8
2024-01-02 01:10:00,Av. Gigantes,1,56.31,36.56,300.0,100.53,4
2024-01-02 01:20:00,Av. Gigantes,1,39.44,24.25,300.0,143.0,0
2024-01-02 01:30:00,Av. Gigantes,1,57.6,27.68,300.0,89.39,1
2024-01-02 01:40:00,Av. Gigantes,1,45.33,5.12,300.0,120.33,3
2024-01-02 01:50:00,Av. Gigantes,1,61.82,45.1,300.0,65.25,1
2024-01-02 02:00:00,Av. Gigantes,2,53.68,52.57,300.0,111.58,0
2024-01-02 02:10:00,Av. Gigantes,2,38.89,38.57,300.0,171.45,14
2024-01-02 02:20:00,Av. Gigantes,2,58.27,17.32,300.0,81.71,0
2024-01-02 02:30:00,Av. Gigantes,2,27.22,24.11,300.0,192.91,10
2024-01-02 02:40:00,Av. Gigantes,2,41.29,38.85,300.0,129.83,3
2024-01-02 02:50:00,Av. Gigantes,2,57.88,53.86,311.74,97.74,3
2024-01-02 03:00:00,Av. Gigantes,3,33.77,25.68,300.0,179.46,4
2024-01-02 03:10:00,Av. Gigantes,3,51.54,55.24,300.0,102.71,4
2024-01-02 03:20:00,Av. Gigantes,3,37.5,45.58,300.0,146.52,3
2024-01-02 03:30:00,Av. Gigantes,3,36.97,39.51,300.0,156.17,7
2024-01-02 03:40:00,Av. Gigantes,3,69.29,40.7,300.0,52.01,0
2024-01-02 03:50:00,Av. Gigantes,3,53.09,45.13,300.0,120.09,6
2024-01-02 04:00:00,Av. Gigantes,4,48.6,32.12,300.0,130.26,2
2024-01-02 04:10:00,Av. Gigantes,4,40.66,45.45,300.0,130.3,4
2024-01-02 04:20:00,Av. Gigantes,4,32.65,23.16,300.0,178.06,5
2024-01-02 04:30:00,Av. Gigantes,4,64.7,21.8,300.0,50.01,1
2024-01-02 04:40:00,Av. Gigantes,4,43.89,47.59,300.0,136.65,6
2024-01-02 04:50:00,Av. Gigantes,4,46.3,45.95,300.0,128.07,3
2024-01-02 05:00:00,Av. Gigantes,5,64.47,30.09,300.0,42.51,2
2024-01-02 05:10:00,Av. Gigantes,5,39.47,23.73,300.0,148.33,4
2024-01-02 05:20:00,Av. Gigantes,5,46.25,39.27,300.0,128.93,3
2024-01-02 05:30:00,Av. Gigantes,5,20.0,42.44,300.0,239.95,5
2024-01-02 05:40:00,Av. Gigantes,5,77.22,52.67,406.69,21.45,1
2024-01-02 05:50:00,Av. Gigantes,5,54.92,56.09,308.07,85.52,0
2024-01-02 06:00:00,Av. Gigantes,6,57.12,25.46,300.0,83.47,2
2024-01-02 06:10:00,Av. Gigantes,6,64.76,61.53,398.47,38.88,1
2024-01-02 06:20:00,Av. Gigantes,6,29.32,41.34,300.0,185.64,7
2024-01-02 06:30:00,Av. Gigantes,6,50.08,39.05,300.0,117.04,4
2024-01-02 06:40:00,Av. Gigantes,6,52.2,65.08,339.69,109.97,4
2024-01-02 06:50:00,Av. Gigantes,6,56.29,39.94,300.0,88.51,2
2024-01-02 07:00:00,Av. Gigantes,7,59.52,37.99,300.0,75.71,2
2024-01-02 07:10:00,Av. Gigantes,7,44.9,36.92,300.0,123.57,7
2024-01-02 07:20:00,Av. Gigantes,7,61.96,28.51,300.0,71.75,5
2024-01-02 07:30:00,Av. Gigantes,7,57.24,42.67,300.0,71.26,0
2024-01-02 07:40:00,Av. Gigantes,7,50.29,41.01,300.0,121.55,1
2024-01-02 07:50:00,Av. Gigantes,7,73.47,28.51,300.0,29.93,0
2024-01-02 08:00:00,Av. Gigantes,8,80.0,30.22,300.0,0.0,0
2024-01-02 08:10:00,Av. Gigantes,8,53.59,34.61,300.0,85.7,5
2024-01-02 08:20:00,Av. Gigantes,8,80.0,38.47,307.77,0.0,0
2024-01-02 08:30:00,Av. Gigantes,8,80.0,27.31,300.0,0.0,0
2024-01-02 08:40:00,Av. Gigantes,8,62.76,47.36,300.0,66.29,2
2024-01-02 08:50:00,Av. Gigantes,8,65.16,48.95,318.97,47.0,3
2024-01-02 09:00:00,Av. Gigantes,9,50.11,17.78,300.0,108.64,5
2024-01-02 09:10:00,Av. Gigantes,9,50.12,34.8,300.0,109.22,7
2024-01-02 09:20:00,Av. Gigantes,9,44.68,50.56,300.0,140.43,6
2024-01-02 09:30:00,Av. Gigantes,9,66.33,62.02,411.38,50.95,3
2024-01-02 09:40:00,Av. Gigantes,9,58.91,36.93,300.0,76.17,6
2024-01-02 09:50:00,Av. Gigantes,9,54.44,56.59,308.1,92.88,5
2024-01-02 10:00:00,Av. Gigantes,10,60.73,43.28,300.0,64.03,2
2024-01-02 10:10:00,Av. Gigantes,10,49.64,41.11,300.0,125.8,3
2024-01-02 10:20:00,Av. Gigantes,10,36.6,35.2,300.0,164.21,3
2024-01-02 10:30:00,Av. Gigantes,10,31.66,37.59,300.0,175.71,6
2024-01-02 10:40:00,Av. Gigantes,10,57.21,44.79,300.0,80.23,2
2024-01-02 10:50:00,Av. Gigantes,10,55.03,48.98,300.0,102.18,4
2024-01-02 11:00:00,Av. Gigantes,11,39.84,34.49,300.0,158.79,2
2024-01-02 11:10:00,Av. Gigantes,11,51.15,49.63,300.0,105.5,2
2024-01-02 11:20:00,Av. Gigantes,11,33.19,32.5,300.0,178.33,8
2024-01-02 11:30:00,Av. Gigantes,11,59.86,30.24,300.0,72.26,5
2024-01-02 11:40:00,Av. Gigantes,11,39.99,27.17,300.0,137.96,5
2024-01-02 11:50:00,Av. Gigantes,11,41.14,33.12,300.0,135.55,7
2024-01-02 12:00:00,Av. Gigantes,12,80.0,31.53,300.0,0.0,0
2024-01-02 12:10:00,Av. Gigantes,12,58.6,28.43,300.0,84.25,3
2024-01-02 12:20:00,Av. Gigantes,12,40.48,33.11,300.0,161.06,9
2024-01-02 12:30:00,Av. Gigantes,12,54.37,9.97,300.0,90.61,2
2024-01-02 12:40:00,Av. Gigantes,12,53.55,44.21,300.0,93.55,2
2024-01-02 12:50:00,Av. Gigantes,12,41.1,51.54,300.0,145.15,5
2024-01-02 13:00:00,Av. Gigantes,13,47.88,48.13,300.0,117.07,0
2024-01-02 13:10:00,Av. Gigantes,13,50.02,34.46,300.0,110.01,2
2024-01-02 13:20:00,Av. Gigantes,13,43.11,47.02,300.0,151.45,0
2024-01-02 13:30:00,Av. Gigantes,13,61.71,44.49,300.0,76.01,3
2024-01-02 13:40:00,Av. Gigantes,13,46.16,32.47,300.0,142.23,2
2024-01-02 13:50:00,Av. Gigantes,13,53.37,37.38,300.0,113.46,6
2024-01-02 14:00:00,Av. Gigantes,14,38.74,27.19,300.0,155.63,6
2024-01-02 14:10:00,Av. Gigantes,14,45.08,18.77,300.0,140.74,4
2024-01-02 14:20:00,Av. Gigantes,14,50.6,44.86,300.0,129.98,2
2024-01-02 14:30:00,Av. Gigantes,14,57.21,30.54,300.0,101.82,3
2024-01-02 14:40:00,Av. Gigantes,14,60.3,34.3,300.0,69.82,3
2024-01-02 14:50:00,Av. Gigantes,14,61.33,41.2,300.0,73.23,3
2024-01-02 15:00:00,Av. Gigantes,15,50.86,14.26,300.0,100.0,1
2024-01-02 15:10:00,Av. Gigantes,15,44.96,38.91,300.0,150.3,2
2024-01-02 15:20:00,Av. Gigantes,15,42.01,43.32,300.0,147.04,6
2024-01-02 15:30:00,Av. Gigantes,15,47.05,29.39,300.0,145.65,1
2024-01-02 15:40:00,Av. Gigantes,15,53.27,27.47,300.0,116.77,1
2024-01-02 15:50:00,Av. Gigantes,15,70.78,37.41,300.0,41.73,3
2024-01-02 16:00:00,Av. Gigantes,16,46.87,55.46,300.0,121.35,1
2024-01-02 16:10:00,Av. Gigantes,16,54.31,34.34,300.0,109.79,4
2024-01-02 16:20:00,Av. Gigantes,16,44.83,75.1,336.66,139.46,3
2024-01-02 16:30:00,Av. Gigantes,16,48.03,58.84,300.0,91.72,2
2024-01-02 16:40:00,Av. Gigantes,16,45.85,62.53,300.0,142.17,8
2024-01-02 16:50:00,Av. Gigantes,16,57.85,45.14,300.0,73.49,1
2024-01-02 17:00:00,Av. Gigantes,17,66.35,32.54,300.0,52.94,1
2024-01-02 17:10:00,Av. Gigantes,17,74.89,29.93,300.0,3.36,0
2024-01-02 17:20:00,Av. Gigantes,17,54.87,15.96,300.0,89.98,2
2024-01-02 17:30:00,Av. Gigantes,17,63.15,30.98,300.0,63.79,1
2024-01-02 17:40:00,Av. Gigantes,17,80.0,30.18,300.0,5.49,0
2024-01-02 17:50:00,Av. Gigantes,17,80.0,19.13,300.0,0.9,0
2024-01-02 18:00:00,Av. Gigantes,18,80.0,32.85,300.0,0.0,0
2024-01-02 18:10:00,Av. Gigantes,18,77.93,29.54,300.0,0.0,0
2024-01-02 18:20:00,Av. Gigantes,18,80.0,24.23,300.0,14.21,0
2024-01-02 18:30:00,Av. Gigantes,18,68.26,21.1,300.0,55.41,2
2024-01-02 18:40:00,Av. Gigantes,18,68.22,12.67,300.0,32.74,1
2024-01-02 18:50:00,Av. Gigantes,18,57.53,35.65,300.0,82.79,0
2024-01-02 19:00:00,Av. Gigantes,19,50.42,79.55,401.08,122.46,4
2024-01-02 19:10:00,Av. Gigantes,19,61.63,15.76,300.0,60.22,2
2024-01-02 19:20:00,Av. Gigantes,19,49.62,52.28,300.0,125.0,6
2024-01-02 19:30:00,Av. Gigantes,19,54.15,37.41,300.0,87.57,2
2024-01-02 19:40:00,Av. Gigantes,19,47.68,40.16,300.0,132.61,4
2024-01-02 19:50:00,Av. Gigantes,19,38.2,36.96,300.0,158.5,8
2024-01-02 20:00:00,Av. Gigantes,20,52.81,67.49,356.42,86.65,3
2024-01-02 20:10:00,Av. Gigantes,20,48.78,30.55,300.0,109.75,5
2024-01-02 20:20:00,Av. Gigantes,20,52.64,31.62,300.0,107.28,4
2024-01-02 20:30:00,Av. Gigantes,20,44.56,23.37,300.0,134.94,9
2024-01-02 20:40:00,Av. Gigantes,20,47.44,59.13,300.0,114.02,5
2024-01-02 20:50:00,Av. Gigantes,20,47.51,57.42,300.0,117.47,6
2024-01-02 21:00:00,Av. Gigantes,21,49.98,42.1,300.0,113.11,7
2024-01-02 21:10:00,Av. Gigantes,21,36.74,41.62,300.0,172.22,6
2024-01-02 21:20:00,Av. Gigantes,21,37.03,39.51,300.0,153.5,4
2024-01-02 21:30:00,Av. Gigantes,21,45.05,23.83,300.0,134.49,7
2024-01-02 21:40:00,Av. Gigantes,21,64.85,9.29,300.0,54.59,2
2024-01-02 21:50:00,Av. Gigantes,21,36.67,32.89,300.0,171.62,4
2024-01-02 22:00:00,Av. Gigantes,22,45.67,72.79,332.44,126.26,5
2024-01-02 22:10:00,Av. Gigantes,22,57.35,53.71,308.04,75.06,6
2024-01-02 22:20:00,Av. Gigantes,22,33.64,35.96,300.0,172.34,7
2024-01-02 22:30:00,Av. Gigantes,22,49.59,57.55,300.0,108.56,5
2024-01-02 22:40:00,Av. Gigantes,22,32.48,31.74,300.0,178.0,5
2024-01-02 22:50:00,Av. Gigantes,22,43.52,42.57,300.0,142.66,2
2024-01-02 23:00:00,Av. Gigantes,23,44.68,34.17,300.0,121.22,3
2024-01-02 23:10:00,Av. Gigantes,23,53.78,27.04,300.0,109.68,5
2024-01-02 23:20:00,Av. Gigantes,23,51.52,24.64,300.0,100.48,6
2024-01-02 23:30:00,Av. Gigantes,23,30.94,51.74,300.0,187.73,6
2024-01-02 23:40:00,Av. Gigantes,23,58.31,51.97,303.07,67.08,1
2024-01-02 23:50:00,Av. Gigantes,23,69.12,26.46,300.0,67.8,1
2024-01-02 00:00:00,Av. López Mateos,0,58.64,51.54,302.21,78.23,3
2024-01-02 00:10:00,Av. López Mateos,0,58.41,9.85,300.0,67.74,4
2024-01-02 00:20:00,Av. López Mateos,0,45.71,52.12,300.0,136.46,10
2024-01-02 00:30:00,Av. López Mateos,0,54.61,42.23,300.0,93.49,5
2024-01-02 00:40:00,Av. López Mateos,0,46.24,44.74,300.0,132.45,6
2024-01-02 00:50:00,Av. López Mateos,0,62.84,19.15,300.0,63.16,3
2024-01-02 01:00:00,Av. López Mateos,1,55.89,22.64,300.0,94.14,4
2024-01-02 01:10:00,Av. López Mateos,1,55.59,43.74,300.0,67.14,3
2024-01-02 01:20:00,Av. López Mateos,1,36.36,26.08,300.0,171.76,8
2024-01-02 01:30:00,Av. López Mateos,1,52.31,18.76,300.0,90.14,5
2024-01-02 01:40:00,Av. López Mateos,1,49.39,54.53,300.0,119.22,7
2024-01-02 01:50:00,Av. López Mateos,1,51.82,22.65,300.0,131.08,3
2024-01-02 02:00:00,Av. López Mateos,2,58.17,24.74,300.0,75.47,1
2024-01-02 02:10:00,Av. López Mateos,2,43.83,46.72,300.0,138.88,5
2024-01-02 02:20:00,Av. López Mateos,2,45.66,64.91,300.0,124.77,2
2024-01-02 02:30:00,Av. López Mateos,2,31.64,35.68,300.0,182.84,9
2024-01-02 02:40:00,Av. López Mateos,2,51.88,27.23,300.0,112.1,3
2024-01-02 02:50:00,Av. López Mateos,2,72.1,26.71,300.0,23.39,0
2024-01-02 03:00:00,Av. López Mateos,3,57.79,23.17,300.0,83.83,4
2024-01-02 03:10:00,Av. López Mateos,3,34.27,46.88,300.0,160.46,7
2024-01-02 03:20:00,Av. López Mateos,3,43.42,31.08,300.0,141.97,7
2024-01-02 03:30:00,Av. López Mateos,3,44.23,68.69,303.8,120.9,4
2024-01-02 03:40:00,Av. López Mateos,3,42.22,58.17,300.0,140.68,6
2024-01-02 03:50:00,Av. López Mateos,3,50.46,77.58,391.51,106.24,3
2024-01-02 04:00:00,Av. López Mateos,4,60.48,27.43,300.0,67.19,5
2024-01-02 04:10:00,Av. López Mateos,4,55.94,26.09,300.0,103.13,3
2024-01-02 04:20:00,Av. López Mateos,4,45.05,24.76,300.0,113.61,3
2024-01-02 04:30:00,Av. López Mateos,4,39.45,26.77,300.0,137.65,7
2024-01-02 04:40:00,Av. López Mateos,4,53.32,49.69,300.0,96.84,1
2024-01-02 04:50:00,Av. López Mateos,4,36.38,40.91,300.0,182.84,5
2024-01-02 05:00:00,Av. López Mateos,5,36.71,28.87,300.0,167.61,8
2024-01-02 05:10:00,Av. López Mateos,5,50.08,44.0,300.0,123.07,4
2024-01-02 05:20:00,Av. López Mateos,5,62.3,47.91,300.0,70.82,2
2024-01-02 05:30:00,Av. López Mateos,5,32.78,48.22,300.0,178.38,3
2024-01-02 05:40:00,Av. López Mateos,5,51.62,64.52,333.02,100.46,4
2024-01-02 05:50:00,Av. López Mateos,5,48.19,67.96,327.52,97.86,2
2024-01-02 06:00:00,Av. López Mateos,6,48.05,29.11,300.0,123.23,2
2024-01-02 06:10:00,Av. López Mateos,6,75.05,33.46,300.0,29.03,1
2024-01-02 06:20:00,Av. López Mateos,6,46.16,28.57,300.0,152.77,7
2024-01-02 06:30:00,Av. López Mateos,6,54.19,43.28,300.0,95.12,2
2024-01-02 06:40:00,Av. López Mateos,6,74.64,38.37,300.0,29.63,1
2024-01-02 06:50:00,Av. López Mateos,6,40.12,48.19,300.0,144.87,7
2024-01-02 07:00:00,Av. López Mateos,7,65.64,28.54,300.0,41.15,1
2024-01-02 07:10:00,Av. López Mateos,7,79.13,26.15,300.0,4.91,1
2024-01-02 07:20:00,Av. López Mateos,7,55.64,38.93,300.0,88.53,5
2024-01-02 07:30:00,Av. López Mateos,7,78.69,39.93,314.19,1.96,0
2024-01-02 07:40:00,Av. López Mateos,7,68.21,17.79,300.0,33.33,2
2024-01-02 07:50:00,Av. López Mateos,7,72.3,44.57,322.24,37.26,3
2024-01-02 08:00:00,Av. López Mateos,8,80.0,38.16,305.24,9.7,0
2024-01-02 08:10:00,Av. López Mateos,8,68.07,19.44,300.0,37.87,0
2024-01-02 08:20:00,Av. López Mateos,8,79.9,45.47,363.27,10.91,0
2024-01-02 08:30:00,Av. López Mateos,8,69.5,26.82,300.0,48.4,2
2024-01-02 08:40:00,Av. López Mateos,8,80.0,59.31,474.52,2.64,0
2024-01-02 08:50:00,Av. López Mateos,8,51.38,40.83,300.0,110.6,5
2024-01-02 09:00:00,Av. López Mateos,9,55.11,43.03,300.0,98.66,1
2024-01-02 09:10:00,Av. López Mateos,9,48.8,39.48,300.0,126.04,5
2024-01-02 09:20:00,Av. López Mateos,9,65.92,31.18,300.0,38.37,4
2024-01-02 09:30:00,Av. López Mateos,9,56.38,26.84,300.0,102.73,1
2024-01-02 09:40:00,Av. López Mateos,9,35.93,14.41,300.0,168.98,8
2024-01-02 09:50:00,Av. López Mateos,9,41.19,44.16,300.0,148.73,1
2024-01-02 10:00:00,Av. López Mateos,10,48.62,34.34,300.0,149.27,3
2024-01-02 10:10:00,Av. López Mateos,10,59.07,44.39,300.0,59.69,1
2024-01-02 10:20:00,Av. López Mateos,10,52.07,36.41,300.0,119.51,8
2024-01-02 10:30:00,Av. López Mateos,10,35.18,34.61,300.0,147.64,9
2024-01-02 10:40:00,Av. López Mateos,10,51.65,36.62,300.0,87.94,3
2024-01-02 10:50:00,Av. López Mateos,10,52.86,67.86,358.74,84.03,6
2024-01-02 11:00:00,Av. López Mateos,11,64.34,19.34,300.0,55.3,3
2024-01-02 11:10:00,Av. López Mateos,11,61.42,57.75,354.73,58.02,1
2024-01-02 11:20:00,Av. López Mateos,11,56.29,35.51,300.0,95.69,0
2024-01-02 11:30:00,Av. López Mateos,11,42.9,34.54,300.0,159.38,4
2024-01-02 11:40:00,Av. López Mateos,11,38.41,12.77,300.0,150.81,5
2024-01-02 11:50:00,Av. López Mateos,11,58.98,47.45,300.0,85.19,2
2024-01-02 12:00:00,Av. López Mateos,12,54.21,16.36,300.0,98.62,6
2024-01-02 12:10:00,Av. López Mateos,12,56.04,42.97,300.0,92.53,4
2024-01-02 12:20:00,Av. López Mateos,12,41.48,49.3,300.0,156.87,3
2024-01-02 12:30:00,Av. López Mateos,12,72.79,46.36,337.46,21.89,0
2024-01-02 12:40:00,Av. López Mateos,12,62.77,36.1,300.0,59.15,5
2024-01-02 12:50:00,Av. López Mateos,12,40.15,35.41,300.0,146.55,3
2024-01-02 13:00:00,Av. López Mateos,13,45.01,50.04,300.0,149.92,3
2024-01-02 13:10:00,Av. López Mateos,13,42.46,43.12,300.0,142.11,7
2024-01-02 13:20:00,Av. López Mateos,13,52.78,27.29,300.0,102.52,4
2024-01-02 13:30:00,Av. López Mateos,13,36.34,38.84,300.0,164.61,5
2024-01-02 13:40:00,Av. López Mateos,13,51.76,57.26,300.0,111.43,3
2024-01-02 13:50:00,Av. López Mateos,13,53.03,52.4,300.0,98.58,2
2024-01-02 14:00:00,Av. López Mateos,14,38.77,70.68,300.0,159.92,5
2024-01-02 14:10:00,Av. López Mateos,14,53.04,25.35,300.0,102.68,2
2024-01-02 14:20:00,Av. López Mateos,14,62.09,45.97,300.0,59.23,2
2024-01-02 14:30:00,Av. López Mateos,14,58.73,36.65,300.0,82.59,4
2024-01-02 14:40:00,Av. López Mateos,14,55.58,11.69,300.0,91.34,2
2024-01-02 14:50:00,Av. López Mateos,14,47.25,19.73,300.0,119.8,2
2024-01-02 15:00:00,Av. López Mateos,15,54.37,28.74,300.0,64.68,5
2024-01-02 15:10:00,Av. López Mateos,15,57.94,41.97,300.0,88.45,2
2024-01-02 15:20:00,Av. López Mateos,15,48.55,45.21,300.0,108.07,1
2024-01-02 15:30:00,Av. López Mateos,15,48.53,37.01,300.0,119.87,5
2024-01-02 15:40:00,Av. López Mateos,15,47.18,55.76,300.0,111.45,5
2024-01-02 15:50:00,Av. López Mateos,15,46.43,43.85,300.0,123.62,1
2024-01-02 16:00:00,Av. López Mateos,16,56.67,16.82,300.0,83.85,3
2024-01-02 16:10:00,Av. López Mateos,16,52.97,34.13,300.0,116.17,5
2024-01-02 16:20:00,Av. López Mateos,16,56.26,36.65,300.0,85.97,4
2024-01-02 16:30:00,Av. López Mateos,16,63.69,35.0,300.0,47.73,3
2024-01-02 16:40:00,Av. López Mateos,16,43.93,39.63,300.0,133.95,5
2024-01-02 16:50:00,Av. López Mateos,16,49.75,23.28,300.0,125.25,4
2024-01-02 17:00:00,Av. López Mateos,17,74.27,40.87,303.57,24.9,1
2024-01-02 17:10:00,Av. López Mateos,17,51.82,26.28,300.0,95.89,1
2024-01-02 17:20:00,Av. López Mateos,17,46.19,20.7,300.0,124.84,7
2024-01-02 17:30:00,Av. López Mateos,17,79.32,31.73,300.0,0.0,0
2024-01-02 17:40:00,Av. López Mateos,17,69.83,26.0,300.0,43.02,3
2024-01-02 17:50:00,Av. López Mateos,17,53.48,36.86,300.0,99.36,4
2024-01-02 18:00:00,Av. López Mateos,18,58.88,5.0,300.0,76.39,3
2024-01-02 18:10:00,Av. López Mateos,18,69.3,30.39,300.0,39.78,0
2024-01-02 18:20:00,Av. López Mateos,18,45.58,21.18,300.0,127.25,3
2024-01-02 18:30:00,Av. López Mateos,18,68.39,32.86,300.0,35.65,0
2024-01-02 18:40:00,Av. López Mateos,18,80.0,22.38,300.0,4.13,0
2024-01-02 18:50:00,Av. López Mateos,18,53.31,38.46,300.0,94.89,4
2024-01-02 19:00:00,Av. López Mateos,19,33.03,24.19,300.0,190.41,7
2024-01-02 19:10:00,Av. López Mateos,19,44.58,17.2,300.0,126.09,8
2024-01-02 19:20:00,Av. López Mateos,19,37.37,21.56,300.0,160.93,8
2024-01-02 19:30:00,Av. López Mateos,19,45.0,41.79,300.0,123.95,6
2024-01-02 19:40:00,Av. López Mateos,19,60.62,35.15,300.0,72.81,3
2024-01-02 19:50:00,Av. López Mateos,19,59.11,38.75,300.0,92.11,6
2024-01-02 20:00:00,Av. López Mateos,20,58.33,48.97,300.0,90.84,4
2024-01-02 20:10:00,Av. López Mateos,20,66.06,17.15,300.0,46.98,3
2024-01-02 20:20:00,Av. López Mateos,20,49.98,37.34,300.0,115.05,2
2024-01-02 20:30:00,Av. López Mateos,20,46.09,54.1,300.0,120.05,5
2024-01-02 20:40:00,Av. López Mateos,20,54.44,35.79,300.0,104.75,2
2024-01-02 20:50:00,Av. López Mateos,20,63.71,50.07,318.97,71.76,3
2024-01-02 21:00:00,Av. López Mateos,21,52.73,45.13,300.0,91.29,3
2024-01-02 21:10:00,Av. López Mateos,21,50.45,58.86,300.0,105.49,2
2024-01-02 21:20:00,Av. López Mateos,21,58.07,36.57,300.0,74.91,1
2024-01-02 21:30:00,Av. López Mateos,21,43.47,30.01,300.0,147.64,2
2024-01-02 21:40:00,Av. López Mateos,21,32.91,45.88,300.0,175.7,10
2024-01-02 21:50:00,Av. López Mateos,21,66.1,42.56,300.0,51.77,3
2024-01-02 22:00:00,Av. López Mateos,22,47.23,28.75,300.0,120.57,3
2024-01-02 22:10:00,Av. López Mateos,22,49.54,48.06,300.0,115.54,8
2024-01-02 22:20:00,Av. López Mateos,22,62.07,44.04,300.0,58.25,2
2024-01-02 22:30:00,Av. López Mateos,22,45.87,29.48,300.0,117.68,3
2024-01-02 22:40:00,Av. López Mateos,22,50.15,15.97,300.0,104.97,4
2024-01-02 22:50:00,Av. López Mateos,22,49.43,27.42,300.0,102.51,4
2024-01-02 23:00:00,Av. López Mateos,23,40.21,39.83,300.0,139.82,7
2024-01-02 23:10:00,Av. López Mateos,23,45.87,20.03,300.0,123.86,3
2024-01-02 23:20:00,Av. López Mateos,23,42.69,34.54,300.0,139.71,5
2024-01-02 23:30:00,Av. López Mateos,23,61.23,44.64,300.0,64.55,1
2024-01-02 23:40:00,Av. López Mateos,23,23.46,20.53,300.0,220.7,9
2024-01-02 23:50:00,Av. López Mateos,23,64.65,41.31,300.0,47.5,2
2024-01-03 00:00:00,Av. Chapultepec,0,51.98,5.0,300.0,109.37,4
